run_id,row_id,original_path,current_path,recorded_utc,date_label,date_source,pipeline,accepted_geometry,derivative_optimizer,arm_or_policy,mlp_role_policy,scene_target,initialization,solver,oracle,acquisition,noise_materials,catalog_status,execution_outcome,recovery_outcome,representation_outcome,stop_reason,training_relative_l2,holdout_relative_l2,field_metric_scope,geometry_error_m,geometry_error_kind,takeaway,implication_for_strict_mlp_method_b,source_metadata,source_revision,recorded_command,rerun_disposition
material_inverse/bounded-20260906,material_inverse/bounded-20260906::fixed_clean_eps9,results/material_inverse/bounded-20260906,results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906,2026-09-06T00:30:12.937550+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,fixed_clean_eps9,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.05,0.5,0.5,0.0,0.0,9.0]",KRESS N64; final N64/128/256 audits,independent fixed-mode Mie,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,completed,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=single full-band TRF,1.2467855639257237,1.246785563925727,maximum per-frequency clean unseen-angle holdout relative error at N256,0.0,independently refined symmetric closest-point set distance,single TRF: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_inverse_comparison.py --output results/material_inverse/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_inverse/bounded-20260906,material_inverse/bounded-20260906::fixed_noisy_eps5,results/material_inverse/bounded-20260906,results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906,2026-09-06T00:30:12.937550+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,fixed_noisy_eps5,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.05,0.5,0.5,0.0,0.0,5.0]",KRESS N64; final N64/128/256 audits,independent fixed-mode Mie,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"1% seeded complex Gaussian training noise; clean and noisy holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,completed,physical_recovery_passed,not_applicable,verified_stationarity=True; policy=single full-band TRF,0.009519118005524933,0.0006109576785368478,maximum per-frequency clean unseen-angle holdout relative error at N256,0.0,independently refined symmetric closest-point set distance,single TRF: physical recovery pass; checked stationarity True; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_inverse_comparison.py --output results/material_inverse/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_inverse/bounded-20260906,material_inverse/bounded-20260906::joint_clean_start1,results/material_inverse/bounded-20260906,results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906,2026-09-06T00:30:12.937550+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,joint_clean_start1,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.057,0.494,0.505,0.002,-0.001,2.0]",KRESS N64; final N64/128/256 audits,independent fixed-mode Mie,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,completed,physical_recovery_passed,not_applicable,verified_stationarity=True; policy=single full-band TRF,3.547608629974441e-11,3.5474648505121333e-11,maximum per-frequency clean unseen-angle holdout relative error at N256,1.7448034051361534e-12,independently refined symmetric closest-point set distance,single TRF: physical recovery pass; checked stationarity True; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_inverse_comparison.py --output results/material_inverse/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_inverse/bounded-20260906,material_inverse/bounded-20260906::joint_clean_start2,results/material_inverse/bounded-20260906,results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906,2026-09-06T00:30:12.937550+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,joint_clean_start2,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent fixed-mode Mie,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,completed,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=single full-band TRF,0.8495867592118937,0.8495869728351123,maximum per-frequency clean unseen-angle holdout relative error at N256,0.04143547011846251,independently refined symmetric closest-point set distance,single TRF: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_inverse_comparison.py --output results/material_inverse/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_inverse/bounded-20260906,material_inverse/bounded-20260906::joint_noisy_start1,results/material_inverse/bounded-20260906,results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906,2026-09-06T00:30:12.937550+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,joint_noisy_start1,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.057,0.494,0.505,0.002,-0.001,2.0]",KRESS N64; final N64/128/256 audits,independent fixed-mode Mie,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"1% seeded complex Gaussian training noise; clean and noisy holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,completed,physical_recovery_passed,not_applicable,verified_stationarity=True; policy=single full-band TRF,0.009474725126519305,0.003487596344829502,maximum per-frequency clean unseen-angle holdout relative error at N256,6.48928973333077e-05,independently refined symmetric closest-point set distance,single TRF: physical recovery pass; checked stationarity True; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_inverse_comparison.py --output results/material_inverse/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_inverse/bounded-20260906,material_inverse/bounded-20260906::joint_noisy_start2,results/material_inverse/bounded-20260906,results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906,2026-09-06T00:30:12.937550+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,joint_noisy_start2,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent fixed-mode Mie,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"1% seeded complex Gaussian training noise; clean and noisy holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,completed,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=single full-band TRF,0.8485511692762664,0.847677397726344,maximum per-frequency clean unseen-angle holdout relative error at N256,0.04148269588663152,independently refined symmetric closest-point set distance,single TRF: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_inverse/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_inverse_comparison.py --output results/material_inverse/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_fixed_clean_continuation,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_fixed_clean_continuation,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.05,0.5,0.5,0.0,0.0,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=continuation,1.246785668787389,1.2467856687873928,maximum per-frequency clean unseen-angle holdout relative error at N256,0.0,independently refined symmetric closest-point set distance,continuation: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_fixed_clean_full_band,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_fixed_clean_full_band,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.05,0.5,0.5,0.0,0.0,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=full_band,1.2467855639257237,1.246785563925727,maximum per-frequency clean unseen-angle holdout relative error at N256,0.0,independently refined symmetric closest-point set distance,full_band: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_fixed_clean_multistart,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_fixed_clean_multistart,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.05,0.5,0.5,0.0,0.0,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_passed,not_applicable,verified_stationarity=True; policy=multistart,1.7246123365224657e-14,1.5331267003163558e-14,maximum per-frequency clean unseen-angle holdout relative error at N256,0.0,independently refined symmetric closest-point set distance,multistart: physical recovery pass; checked stationarity True; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_joint_clean_continuation,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_joint_clean_continuation,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=continuation,0.9214183187852835,0.9214183187844761,maximum per-frequency clean unseen-angle holdout relative error at N256,0.021740717879777927,independently refined symmetric closest-point set distance,continuation: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_joint_clean_full_band,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_joint_clean_full_band,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=full_band,0.8495298855068445,0.8495300940093323,maximum per-frequency clean unseen-angle holdout relative error at N256,0.041439059847842255,independently refined symmetric closest-point set distance,full_band: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_joint_clean_multistart,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_joint_clean_multistart,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_passed,not_applicable,verified_stationarity=True; policy=multistart,1.6909714212130082e-14,1.7796891559317104e-14,maximum per-frequency clean unseen-angle holdout relative error at N256,1.2412670766236366e-16,independently refined symmetric closest-point set distance,multistart: physical recovery pass; checked stationarity True; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_joint_noisy_continuation,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_joint_noisy_continuation,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"1% seeded complex Gaussian training noise; clean and noisy holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=continuation,0.9209631083091534,0.921309649116671,maximum per-frequency clean unseen-angle holdout relative error at N256,0.021771163323597117,independently refined symmetric closest-point set distance,continuation: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_joint_noisy_full_band,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_joint_noisy_full_band,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"1% seeded complex Gaussian training noise; clean and noisy holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_failed,not_applicable,verified_stationarity=False; policy=full_band,0.848397336991987,0.8475244971199317,maximum per-frequency clean unseen-angle holdout relative error at N256,0.041492802902126556,independently refined symmetric closest-point set distance,full_band: physical recovery fail; checked stationarity False; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::circle_joint_noisy_multistart,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,circle_joint_noisy_multistart,none,"circle; radius 0.05 m center(0.5,0.5) epsr 3","[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent Mie; robustness reuses historical immutable observations,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"1% seeded complex Gaussian training noise; clean and noisy holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_passed,not_applicable,verified_stationarity=True; policy=multistart,0.009474724563938417,0.0034875962591106274,maximum per-frequency clean unseen-angle holdout relative error at N256,6.489308952677983e-05,independently refined symmetric closest-point set distance,multistart: physical recovery pass; checked stationarity True; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
material_robustness/bounded-20260906,material_robustness/bounded-20260906::noncircular_joint_clean_continuation,results/material_robustness/bounded-20260906,results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906,2026-09-06T01:03:58.870075+00:00,2026-09-06,manifest.json:created_utc (recorded artifact timestamp; not necessarily start/end),radial_K2_shape_material_analytic,positive radial K2 shape chart plus one interior permittivity; fixed-shape arms vary material only,complete analytic Kress shape/material Jacobian; bounded TRF,noncircular_joint_clean_continuation,none,noncircular; independent radial K2 noncircle epsr 8.4,"[0.043,0.505,0.495,-0.002,0.001,9.0]",KRESS N64; final N64/128/256 audits,independent refined Nyström,12 paired Tx/Rx; 0.5/1.5 GHz; disjoint half-step-angle clean/noisy holdout,"clean training; clean holdout; exterior epsr 6; unknown interior epsr in[1.2,12]; lossless TMz",current_diagnostic,selected,physical_recovery_passed,not_applicable,verified_stationarity=True; policy=continuation,2.294970212730519e-11,2.297101593111322e-11,maximum per-frequency clean unseen-angle holdout relative error at N256,3.31578194440582e-14,independently refined symmetric closest-point set distance,continuation: physical recovery pass; checked stationarity True; retain hard-start failures.,"Carry verified field/material derivatives, training-only selection and explicit stationarity/recovery gates into strict work; these low-dimensional radial successes do not validate neural geometry feedback.",results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/metrics.json; results/inverse/radial_fourier/shape_material/material_robustness/bounded-20260906/manifest.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_material_robustness_comparison.py --output results/material_robustness/bounded-20260906,preserve measured diagnostics; add strict-MLP counterpart after shape-only transfer is verified
